game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2017_01_ARI_DET,ARI,00-0021429,C.Palmer,50,-10.9968,-294.349,47
2017_01_ARI_DET,DET,00-0026498,M.Stafford,45,-0.378,212.779,39
2017_01_ATL_CHI,ATL,00-0026143,M.Ryan,33,15.4709,172.7765,30
2017_01_ATL_CHI,CHI,00-0030520,M.Glennon,44,-6.9594,-36.2073,40
2017_01_BAL_CIN,BAL,00-0026158,J.Flacco,18,-0.3362,-167.4271,17
2017_01_BAL_CIN,CIN,00-0027973,A.Dalton,36,-29.3642,-315.1817,29
2017_01_CAR_SF,CAR,00-0027939,C.Newton,25,3.6412,-102.129,24
2017_01_CAR_SF,SF,00-0026625,B.Hoyer,39,-15.5657,80.7774,35
2017_01_IND_LA,IND,00-0028595,S.Tolzien,23,-22.9772,-187.1283,18
2017_01_IND_LA,IND,00-0033119,J.Brissett,3,2.1368,26.3222,3
2017_01_IND_LA,LA,00-0032245,S.Mannion,1,-0.1648,21.4818,1
2017_01_IND_LA,LA,00-0033106,J.Goff,30,10.6939,230.1628,29
2017_01_JAX_HOU,HOU,00-0031064,T.Savage,19,-21.2643,-170.384,13
2017_01_JAX_HOU,HOU,00-0033537,D.Watson,29,-15.0047,-267.8205,23
2017_01_JAX_HOU,JAX,00-0031407,B.Bortles,21,1.9233,-148.2608,21
2017_01_KC_NE,KC,00-0023436,A.Smith,39,17.7839,570.4712,34
2017_01_KC_NE,NE,00-0019596,T.Brady,40,0.5538,-327.2034,36
2017_01_LAC_DEN,DEN,00-0032156,T.Siemian,37,6.8737,15.0701,28
2017_01_LAC_DEN,LAC,00-0022942,P.Rivers,34,2.6188,59.3903,33
2017_01_NO_MIN,MIN,00-0027854,S.Bradford,33,21.0961,598.8628,32
2017_01_NO_MIN,NO,00-0020531,D.Brees,38,9.7418,272.0617,37
2017_01_NYG_DAL,DAL,00-0033077,D.Prescott,41,7.2991,-82.2775,38
2017_01_NYG_DAL,NYG,00-0022803,E.Manning,41,-6.144,105.7449,38
2017_01_NYJ_BUF,BUF,00-0028118,T.Taylor,33,6.9969,-146.7669,27
2017_01_NYJ_BUF,NYJ,00-0021206,J.McCown,41,-12.8479,39.6102,38
2017_01_OAK_TEN,LV,00-0031280,D.Carr,35,8.1749,114.4861,32
2017_01_OAK_TEN,TEN,00-0032268,M.Mariota,43,3.521,-125.3713,41
2017_01_PHI_WAS,PHI,00-0032950,C.Wentz,44,9.3041,219.4718,38
2017_01_PHI_WAS,WAS,00-0029604,K.Cousins,47,-12.5317,-225.9572,40
2017_01_PIT_CLE,CLE,00-0033899,D.Kizer,40,-2.0869,165.0277,30
2017_01_PIT_CLE,PIT,00-0022924,B.Roethlisberger,37,4.3663,-61.2861,36
2017_01_SEA_GB,GB,00-0023459,A.Rodgers,49,6.1894,8.9471,42
2017_01_SEA_GB,SEA,00-0029263,R.Wilson,32,-7.6271,-99.2612,27
2017_02_ARI_IND,ARI,00-0021429,C.Palmer,40,1.3364,-90.8524,36
2017_02_ARI_IND,IND,00-0033119,J.Brissett,43,-5.7387,-319.4674,36
2017_02_BUF_CAR,BUF,00-0028118,T.Taylor,35,-3.9514,122.1069,25
2017_02_BUF_CAR,CAR,00-0027939,C.Newton,40,1.9697,53.8678,31
2017_02_CHI_TB,CHI,00-0030520,M.Glennon,46,-6.6891,255.6876,45
2017_02_CHI_TB,TB,00-0023682,R.Fitzpatrick,1,-0.9054,-58.6602,1
2017_02_CHI_TB,TB,00-0031503,J.Winston,33,10.0817,106.1847,30
2017_02_CLE_BAL,BAL,00-0026158,J.Flacco,36,6.6689,272.0263,33
2017_02_CLE_BAL,CLE,00-0032784,K.Hogan,12,2.1291,-86.2245,11
2017_02_CLE_BAL,CLE,00-0033899,D.Kizer,37,-14.062,-314.1039,31
2017_02_DAL_DEN,DAL,00-0033077,D.Prescott,55,-19.4772,-83.2071,49
2017_02_DAL_DEN,DEN,00-0032156,T.Siemian,38,5.3799,293.2632,30
2017_02_DET_NYG,DET,00-0026498,M.Stafford,27,1.6761,271.782,21
2017_02_DET_NYG,NYG,00-0022803,E.Manning,37,-8.4491,311.5071,32
2017_02_GB_ATL,ATL,00-0026143,M.Ryan,32,9.1229,159.6495,27
2017_02_GB_ATL,GB,00-0023459,A.Rodgers,55,5.173,-124.146,49
2017_02_HOU_CIN,CIN,00-0027973,A.Dalton,39,-9.7255,49.4223,31
2017_02_HOU_CIN,HOU,00-0033537,D.Watson,31,0.7381,-31.1643,24
2017_02_MIA_LAC,LAC,00-0022942,P.Rivers,40,11.5092,537.3565,39
2017_02_MIA_LAC,MIA,00-0024226,J.Cutler,35,8.7202,337.1618,33
2017_02_MIA_LAC,MIA,00-0031382,J.Landry,1,-0.4278,-32.4284,1
2017_02_MIN_PIT,MIN,00-0028986,C.Keenum,39,-9.502,-134.4219,35
2017_02_MIN_PIT,MIN,00-0029493,R.Quigley,1,-2.664,-47.2287,1
2017_02_MIN_PIT,PIT,00-0022924,B.Roethlisberger,37,4.2364,113.7165,35
2017_02_NE_NO,NE,00-0019596,T.Brady,42,25.0387,369.0621,39
2017_02_NE_NO,NO,00-0020531,D.Brees,45,2.5925,-76.9976,44
2017_02_NYJ_OAK,LV,00-0031280,D.Carr,28,16.9186,352.2905,28
2017_02_NYJ_OAK,NYJ,00-0021206,J.McCown,31,1.8845,26.7134,24
2017_02_PHI_KC,KC,00-0023436,A.Smith,34,4.7647,287.4538,27
2017_02_PHI_KC,PHI,00-0032950,C.Wentz,56,9.2003,-41.4972,45
2017_02_SF_SEA,SEA,00-0029263,R.Wilson,45,-0.3394,-139.8884,39
2017_02_SF_SEA,SF,00-0026625,B.Hoyer,29,-15.9088,-357.5356,26
2017_02_TEN_JAX,JAX,00-0031407,B.Bortles,40,-9.2564,-213.7704,34
2017_02_TEN_JAX,TEN,00-0032268,M.Mariota,30,3.6498,127.3187,23
2017_02_WAS_LA,LA,00-0028872,J.Hekker,1,4.409,40.1057,1
2017_02_WAS_LA,LA,00-0033106,J.Goff,28,-0.7746,-179.6632,24
2017_02_WAS_LA,WAS,00-0029604,K.Cousins,30,5.5089,15.8071,27
2017_03_ATL_DET,ATL,00-0026143,M.Ryan,37,-5.5984,175.4021,35
