game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
1999_01_ARI_PHI,ARI,00-0013042,J.Plummer,50,-1.9112,0.0,0
1999_01_ARI_PHI,PHI,00-0012726,D.Pederson,29,-14.891,0.0,0
1999_01_ARI_PHI,PHI,00-0015523,D.Staley,1,-1.8355,0.0,0
1999_01_BUF_IND,BUF,00-0005363,D.Flutie,47,-10.9262,0.0,0
1999_01_BUF_IND,IND,00-0010346,P.Manning,33,12.5101,0.0,0
1999_01_CAR_NO,CAR,00-0001218,S.Beuerlein,39,-17.287,0.0,0
1999_01_CAR_NO,NO,00-0007530,B.Hobert,25,-5.975,0.0,0
1999_01_CIN_TEN,CIN,00-0001335,J.Blake,33,10.7012,0.0,0
1999_01_CIN_TEN,CIN,00-0003557,S.Covington,1,-0.1407,0.0,0
1999_01_CIN_TEN,CIN,00-0015082,A.Smith,2,-0.1296,0.0,0
1999_01_CIN_TEN,TEN,00-0011024,S.McNair,34,10.7629,0.0,0
1999_01_DAL_WAS,DAL,00-0000104,T.Aikman,50,14.3498,0.0,0
1999_01_DAL_WAS,WAS,00-0003395,B.Conway,1,-1.368,0.0,0
1999_01_DAL_WAS,WAS,00-0008442,B.Johnson,35,12.4331,0.0,0
1999_01_DET_SEA,DET,00-0000865,C.Batch,31,-3.8176,0.0,0
1999_01_DET_SEA,SEA,00-0009311,J.Kitna,36,-1.4933,0.0,0
1999_01_KC_CHI,CHI,00-0010560,S.Matthews,38,-8.994,0.0,0
1999_01_KC_CHI,CHI,00-0011044,C.McNown,9,4.9917,0.0,0
1999_01_KC_CHI,KC,00-0006300,E.Grbac,43,4.2205,0.0,0
1999_01_MIA_DEN,DEN,00-0006423,B.Griese,42,7.8791,0.0,0
1999_01_MIA_DEN,MIA,00-0010379,D.Marino,20,13.0634,0.0,0
1999_01_MIN_ATL,ATL,00-0002876,C.Chandler,32,12.0081,0.0,0
1999_01_MIN_ATL,ATL,00-0006299,T.Graziani,1,0.0272,0.0,0
1999_01_MIN_ATL,MIN,00-0003761,R.Cunningham,32,7.3975,0.0,0
1999_01_NE_NYJ,NE,00-0001361,D.Bledsoe,32,6.8232,0.0,0
1999_01_NE_NYJ,NYJ,00-0011378,R.Mirer,13,-8.1245,0.0,0
1999_01_NE_NYJ,NYJ,00-0016193,V.Testaverde,15,4.7,0.0,0
1999_01_NE_NYJ,NYJ,00-0016683,T.Tupa,15,1.2953,0.0,0
1999_01_NYG_TB,NYG,00-0006212,K.Graham,27,-8.3053,0.0,0
1999_01_NYG_TB,TB,00-0004293,T.Dilfer,33,-19.5592,0.0,0
1999_01_NYG_TB,TB,00-0018483,E.Zeier,11,-7.8975,0.0,0
1999_01_OAK_GB,GB,00-0005106,B.Favre,47,8.5528,0.0,0
1999_01_OAK_GB,LV,00-0005741,R.Gannon,35,4.3551,0.0,0
1999_01_PIT_CLE,CLE,00-0003535,T.Couch,4,-9.7041,0.0,0
1999_01_PIT_CLE,CLE,00-0004230,T.Detmer,15,-10.8866,0.0,0
1999_01_PIT_CLE,PIT,00-0006100,P.Gonzalez,1,0.0484,0.0,0
1999_01_PIT_CLE,PIT,00-0015700,K.Stewart,23,8.7426,0.0,0
1999_01_PIT_CLE,PIT,00-0016538,M.Tomczak,8,10.3355,0.0,0
1999_01_SF_JAX,JAX,00-0002110,M.Brunell,32,7.1675,0.0,0
1999_01_SF_JAX,JAX,00-0005180,J.Fiedler,1,-2.2582,0.0,0
1999_01_SF_JAX,SF,00-0005755,J.Garcia,11,-10.5625,0.0,0
1999_01_SF_JAX,SF,00-0018441,S.Young,27,-17.5661,0.0,0
1999_02_ARI_MIA,ARI,00-0013013,M.Pittman,1,1.8905,0.0,0
1999_02_ARI_MIA,ARI,00-0013042,J.Plummer,29,-18.3121,0.0,0
1999_02_ARI_MIA,MIA,00-0010379,D.Marino,35,-4.4857,0.0,0
1999_02_ATL_DAL,ATL,00-0006299,T.Graziani,17,-9.8671,0.0,0
1999_02_ATL_DAL,ATL,00-0009007,D.Kanell,24,-7.8298,0.0,0
1999_02_ATL_DAL,DAL,00-0000104,T.Aikman,23,-9.1727,0.0,0
1999_02_CLE_TEN,CLE,00-0003535,T.Couch,32,-6.9502,0.0,0
1999_02_CLE_TEN,TEN,00-0012261,N.O'Donnell,39,17.0589,0.0,0
1999_02_DEN_KC,DEN,00-0001785,B.Brister,15,-3.3082,0.0,0
1999_02_DEN_KC,DEN,00-0006423,B.Griese,18,-6.2965,0.0,0
1999_02_DEN_KC,KC,00-0006300,E.Grbac,20,0.1323,0.0,0
1999_02_GB_DET,DET,00-0000865,C.Batch,20,-2.6573,0.0,0
1999_02_GB_DET,GB,00-0005106,B.Favre,42,-2.8802,0.0,0
1999_02_IND_NE,IND,00-0010346,P.Manning,29,9.2081,0.0,0
1999_02_IND_NE,NE,00-0001361,D.Bledsoe,45,9.9151,0.0,0
1999_02_JAX_CAR,CAR,00-0001218,S.Beuerlein,30,6.9936,0.0,0
1999_02_JAX_CAR,JAX,00-0002110,M.Brunell,35,6.5985,0.0,0
1999_02_NO_SF,NO,00-0007530,B.Hobert,36,15.6356,0.0,0
1999_02_NO_SF,SF,00-0018441,S.Young,40,0.8773,0.0,0
1999_02_NYJ_BUF,BUF,00-0005363,D.Flutie,26,3.8642,0.0,0
1999_02_NYJ_BUF,NYJ,00-0011378,R.Mirer,30,-6.642,0.0,0
1999_02_OAK_MIN,LV,00-0005741,R.Gannon,34,4.4309,0.0,0
1999_02_OAK_MIN,MIN,00-0003761,R.Cunningham,43,4.9043,0.0,0
1999_02_PIT_BAL,BAL,00-0002787,S.Case,16,0.3485,0.0,0
1999_02_PIT_BAL,BAL,00-0011434,S.Mitchell,17,-6.2409,0.0,0
1999_02_PIT_BAL,PIT,00-0015700,K.Stewart,30,-7.9383,0.0,0
1999_02_SD_CIN,CIN,00-0001335,J.Blake,17,-9.5698,0.0,0
1999_02_SD_CIN,CIN,00-0015082,A.Smith,19,-8.0606,0.0,0
1999_02_SD_CIN,LAC,00-0006808,J.Harbaugh,31,0.2475,0.0,0
1999_02_SD_CIN,LAC,00-0009451,E.Kramer,4,3.7334,0.0,0
1999_02_SEA_CHI,CHI,00-0010560,S.Matthews,44,-2.1859,0.0,0
1999_02_SEA_CHI,CHI,00-0011044,C.McNown,2,-1.5965,0.0,0
