game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2000_01_ARI_NYG,ARI,00-0013042,J.Plummer,53,2.256,0.0,0
2000_01_ARI_NYG,NYG,00-0003292,K.Collins,24,2.2206,0.0,0
2000_01_BAL_PIT,BAL,00-0000722,T.Banks,33,2.893,0.0,0
2000_01_BAL_PIT,PIT,00-0006212,K.Graham,39,-7.7443,0.0,0
2000_01_BAL_PIT,PIT,00-0015700,K.Stewart,1,-0.9002,0.0,0
2000_01_CAR_WAS,CAR,00-0001218,S.Beuerlein,33,-4.8111,0.0,0
2000_01_CAR_WAS,WAS,00-0008442,B.Johnson,35,5.1793,0.0,0
2000_01_CHI_MIN,CHI,00-0011044,C.McNown,49,14.4639,0.0,0
2000_01_CHI_MIN,MIN,00-0003739,D.Culpepper,28,9.6206,0.0,0
2000_01_DEN_STL,DEN,00-0006423,B.Griese,33,10.585,0.0,0
2000_01_DEN_STL,LA,00-0017200,K.Warner,39,14.9544,0.0,0
2000_01_DET_NO,DET,00-0002787,S.Case,29,-10.777,0.0,0
2000_01_DET_NO,NO,00-0001335,J.Blake,41,-4.6149,0.0,0
2000_01_IND_KC,IND,00-0010346,P.Manning,31,8.4581,0.0,0
2000_01_IND_KC,KC,00-0006300,E.Grbac,38,-3.4461,0.0,0
2000_01_JAX_CLE,CLE,00-0003535,T.Couch,28,-1.6129,0.0,0
2000_01_JAX_CLE,JAX,00-0002110,M.Brunell,38,17.2837,0.0,0
2000_01_NYJ_GB,GB,00-0005106,B.Favre,37,-2.7958,0.0,0
2000_01_NYJ_GB,NYJ,00-0016193,V.Testaverde,43,14.3661,0.0,0
2000_01_PHI_DAL,DAL,00-0000104,T.Aikman,9,-16.3878,0.0,0
2000_01_PHI_DAL,DAL,00-0003761,R.Cunningham,28,0.4159,0.0,0
2000_01_PHI_DAL,PHI,00-0004229,K.Detmer,1,-5.2888,0.0,0
2000_01_PHI_DAL,PHI,00-0011022,D.McNabb,34,3.1272,0.0,0
2000_01_SD_OAK,LAC,00-0009715,R.Leaf,42,-12.809,0.0,0
2000_01_SD_OAK,LAC,00-0011640,M.Moreno,3,0.348,0.0,0
2000_01_SD_OAK,LV,00-0005741,R.Gannon,41,-7.6155,0.0,0
2000_01_SEA_MIA,MIA,00-0005180,J.Fiedler,26,-0.7807,0.0,0
2000_01_SEA_MIA,SEA,00-0007834,B.Huard,13,-8.6423,0.0,0
2000_01_SEA_MIA,SEA,00-0009311,J.Kitna,17,-12.59,0.0,0
2000_01_SF_ATL,ATL,00-0002876,C.Chandler,32,11.4849,0.0,0
2000_01_SF_ATL,SF,00-0005755,J.Garcia,38,4.3691,0.0,0
2000_01_TB_NE,NE,00-0001361,D.Bledsoe,49,-7.9293,0.0,0
2000_01_TB_NE,TB,00-0009266,S.King,26,-2.4473,0.0,0
2000_01_TEN_BUF,BUF,00-0008612,R.Johnson,27,-6.0085,0.0,0
2000_01_TEN_BUF,BUF,00-0016838,A.Van Pelt,8,2.0001,0.0,0
2000_01_TEN_BUF,TEN,00-0011024,S.McNair,36,-12.7418,0.0,0
2000_02_ATL_DEN,ATL,00-0002876,C.Chandler,25,-5.0146,0.0,0
2000_02_ATL_DEN,ATL,00-0019087,D.Johnson,9,-7.6381,0.0,0
2000_02_ATL_DEN,DEN,00-0006423,B.Griese,34,14.4368,0.0,0
2000_02_CAR_SF,CAR,00-0001218,S.Beuerlein,32,26.0432,0.0,0
2000_02_CAR_SF,CAR,00-0009868,J.Lewis,2,-1.8326,0.0,0
