game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2008_01_ARI_SF,ARI,00-0017200,K.Warner,33,4.765,74.4379,30
2008_01_ARI_SF,SF,00-0021296,J.O'Sullivan,25,-10.6395,104.9351,20
2008_01_CAR_SD,CAR,00-0004161,J.Delhomme,42,2.7382,-83.6781,37
2008_01_CAR_SD,LAC,00-0022942,P.Rivers,28,10.0177,145.2196,26
2008_01_CHI_IND,CHI,00-0023541,K.Orton,23,3.5503,75.7268,20
2008_01_CHI_IND,IND,00-0010346,P.Manning,51,-0.5516,-271.7259,49
2008_01_CIN_BAL,BAL,00-0026158,J.Flacco,30,1.2126,-386.4726,29
2008_01_CIN_BAL,CIN,00-0021429,C.Palmer,28,-14.2324,-398.4457,23
2008_01_DAL_CLE,CLE,00-0023645,D.Anderson,27,2.2273,-192.0948,22
2008_01_DAL_CLE,DAL,00-0021678,T.Romo,32,20.3275,476.1523,32
2008_01_DEN_OAK,DEN,00-0024226,J.Cutler,26,24.0437,199.0349,24
2008_01_DEN_OAK,DEN,00-0026182,E.Royal,1,-0.4738,0.0,0
2008_01_DEN_OAK,LV,00-0025388,J.Russell,29,6.8979,169.4872,26
2008_01_DET_ATL,ATL,00-0026143,M.Ryan,15,5.2162,64.2183,13
2008_01_DET_ATL,DET,00-0009311,J.Kitna,36,5.2576,275.1267,32
2008_01_HOU_PIT,HOU,00-0022787,M.Schaub,39,-8.3433,380.0683,32
2008_01_HOU_PIT,PIT,00-0022177,B.Leftwich,4,-4.1239,-198.5494,4
2008_01_HOU_PIT,PIT,00-0022924,B.Roethlisberger,17,4.5237,352.9738,14
2008_01_JAX_TEN,JAX,00-0021231,D.Garrard,42,-9.8137,202.1967,35
2008_01_JAX_TEN,TEN,00-0003292,K.Collins,2,7.6295,51.4068,2
2008_01_JAX_TEN,TEN,00-0024218,V.Young,24,-10.9231,-130.6506,22
2008_01_KC_NE,KC,00-0007835,D.Huard,15,-0.1513,138.5786,12
2008_01_KC_NE,KC,00-0024300,B.Croyle,20,-2.259,-47.3287,19
2008_01_KC_NE,NE,00-0019596,T.Brady,11,0.037,-12.5902,11
2008_01_KC_NE,NE,00-0023662,M.Cassel,22,7.672,145.0438,18
2008_01_MIN_GB,GB,00-0023459,A.Rodgers,23,4.3217,460.1384,21
2008_01_MIN_GB,MIN,00-0024279,T.Jackson,42,4.9011,-311.0221,34
2008_01_NYJ_MIA,MIA,00-0019559,C.Pennington,47,-1.4009,172.604,42
2008_01_NYJ_MIA,NYJ,00-0005106,B.Favre,27,6.43,129.8448,22
2008_01_SEA_BUF,BUF,00-0011626,B.Moorman,1,4.3864,64.0718,1
2008_01_SEA_BUF,BUF,00-0025479,T.Edwards,31,-0.8352,34.5627,29
2008_01_SEA_BUF,SEA,00-0007091,M.Hasselbeck,46,-13.009,-517.4644,40
2008_01_STL_PHI,LA,00-0019599,M.Bulger,30,-7.1164,-374.6892,25
2008_01_STL_PHI,PHI,00-0011022,D.McNabb,34,17.9433,246.7386,31
2008_01_STL_PHI,PHI,00-0025423,K.Kolb,6,4.1145,84.4647,6
2008_01_TB_NO,NO,00-0020531,D.Brees,33,8.7356,242.9054,32
2008_01_TB_NO,TB,00-0005755,J.Garcia,43,-4.8449,-36.2788,38
2008_01_WAS_NYG,NYG,00-0022803,E.Manning,37,1.4283,-211.6123,34
2008_01_WAS_NYG,WAS,00-0023460,J.Campbell,27,-4.7591,-97.732,26
2008_02_ATL_TB,ATL,00-0026143,M.Ryan,40,-8.4132,-458.4466,31
2008_02_ATL_TB,TB,00-0006423,B.Griese,33,-1.0563,-80.2079,31
2008_02_BUF_JAX,BUF,00-0025479,T.Edwards,28,6.4189,434.1887,25
2008_02_BUF_JAX,JAX,00-0021231,D.Garrard,34,-5.895,29.5966,27
2008_02_CHI_CAR,CAR,00-0004161,J.Delhomme,25,-11.1561,-84.8094,20
2008_02_CHI_CAR,CHI,00-0023541,K.Orton,33,-0.4198,-70.4523,32
2008_02_GB_DET,DET,00-0009311,J.Kitna,47,-22.6509,-455.0334,40
2008_02_GB_DET,DET,00-0023578,D.Orlovsky,4,-4.3281,-84.1525,4
2008_02_GB_DET,GB,00-0023459,A.Rodgers,42,14.0027,78.5688,38
2008_02_IND_MIN,IND,00-0010346,P.Manning,43,0.0531,-189.8097,41
2008_02_IND_MIN,MIN,00-0024279,T.Jackson,27,-14.2465,-166.0794,24
2008_02_MIA_ARI,ARI,00-0017200,K.Warner,26,24.5242,413.1733,24
2008_02_MIA_ARI,ARI,00-0024225,M.Leinart,2,1.5108,-16.1055,2
2008_02_MIA_ARI,MIA,00-0019559,C.Pennington,23,-2.4912,-160.9975,20
2008_02_MIA_ARI,MIA,00-0026197,C.Henne,12,3.1306,-31.0682,12
2008_02_NE_NYJ,NE,00-0023662,M.Cassel,27,8.3399,163.4118,23
2008_02_NE_NYJ,NYJ,00-0005106,B.Favre,30,2.115,62.4184,25
2008_02_NO_WAS,NO,00-0020531,D.Brees,34,2.9026,124.255,32
2008_02_NO_WAS,WAS,00-0023460,J.Campbell,40,10.83,118.896,35
2008_02_NYG_STL,LA,00-0019599,M.Bulger,39,-13.6407,-134.8609,31
2008_02_NYG_STL,NYG,00-0022803,E.Manning,31,15.9456,365.2845,29
2008_02_OAK_KC,KC,00-0007835,D.Huard,5,-7.6202,-36.0738,4
