game_id,team,plays,epa,success,passPlays,passEPA,rushPlays,rushEPA,neutralPlays,neutralEPA,turnovers
2000_01_ARI_NYG,ARI,74,-4.855917272978585,28.0,57.0,3.3655645499181635,17.0,-8.221481822896749,41,-15.976577678133623,4.0
2000_01_ARI_NYG,NYG,67,5.907106917176861,28.0,25.0,-0.23000758833950385,42.0,6.137114505516365,25,9.563027264084667,2.0
2000_01_BAL_PIT,BAL,69,2.0800447427491773,30.0,33.0,2.892976501682878,36.0,-0.8129317589337006,37,4.464334017952842,0.0
2000_01_BAL_PIT,PIT,58,-17.632826418148017,19.0,40.0,-8.644492539458572,18.0,-8.988333878689446,26,-15.374642271458999,1.0
2000_01_CAR_WAS,CAR,54,0.772225853766324,21.0,36.0,-0.47999172132647594,18.0,1.2522175750928,46,-5.9153304237285536,1.0
2000_01_CAR_WAS,WAS,68,3.1390358077974767,32.0,35.0,5.179280723785773,33.0,-2.0402449159882963,56,5.392837457563081,0.0
2000_01_CHI_MIN,CHI,69,14.14978221861528,37.0,51.0,10.673513487674052,18.0,3.4762687309412286,59,7.014392170525378,1.0
2000_01_CHI_MIN,MIN,55,12.502489677507613,24.0,29.0,10.64523221731176,26.0,1.8572574601958536,52,14.402522928598986,1.0
2000_01_DEN_STL,DEN,65,12.73655372045043,30.0,37.0,14.230031879914163,28.0,-1.4934781594637316,58,11.50390924782998,0.0
2000_01_DEN_STL,LA,56,13.293899729775266,29.0,39.0,14.954437011430972,17.0,-1.6605372816557065,49,20.283474835960195,3.0
2000_01_DET_NO,DET,64,-27.002405667474928,16.0,32.0,-10.608726784777332,32.0,-16.393678882697596,63,-26.87102597378657,2.0
2000_01_DET_NO,NO,68,-25.83520104101204,21.0,46.0,-17.51139666925461,22.0,-8.323804371757433,68,-25.83520104101204,3.0
2000_01_IND_KC,IND,65,3.2326566845375355,26.0,33.0,8.45808808838122,32.0,-5.225431403843686,51,1.6379403520065154,2.0
2000_01_IND_KC,KC,65,-8.8962267866591,19.0,40.0,-0.5754236268694513,25.0,-8.320803159789648,58,-7.8069965111790225,1.0
