game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2009_01_BUF_NE,BUF,00-0025479,T.Edwards,31,9.8016,-130.4171,25
2009_01_BUF_NE,NE,00-0019596,T.Brady,57,10.9021,390.2011,53
2009_01_CHI_GB,CHI,00-0024226,J.Cutler,37,-13.2815,-376.3783,35
2009_01_CHI_GB,GB,00-0023459,A.Rodgers,33,-1.0155,-15.5155,28
2009_01_DAL_TB,DAL,00-0021678,T.Romo,29,19.0512,196.3765,27
2009_01_DAL_TB,TB,00-0022177,B.Leftwich,42,6.5194,223.822,41
2009_01_DAL_TB,TB,00-0022725,M.Clayton,1,-0.4112,-44.4752,1
2009_01_DEN_CIN,CIN,00-0021429,C.Palmer,37,-0.5821,-37.4534,33
2009_01_DEN_CIN,DEN,00-0023541,K.Orton,33,-1.126,-37.8272,28
2009_01_DET_NO,DET,00-0026498,M.Stafford,38,-13.1909,-557.1044,35
2009_01_DET_NO,NO,00-0020531,D.Brees,34,24.3338,525.1363,34
2009_01_JAX_IND,IND,00-0010346,P.Manning,39,11.2429,370.2385,38
2009_01_JAX_IND,JAX,00-0021231,D.Garrard,30,-10.4285,-361.7302,28
2009_01_KC_BAL,BAL,00-0026158,J.Flacco,49,10.9272,-79.8274,43
2009_01_KC_BAL,KC,00-0024300,B.Croyle,27,-0.9842,37.514,24
2009_01_MIA_ATL,ATL,00-0026143,M.Ryan,38,2.1759,-31.5522,35
2009_01_MIA_ATL,MIA,00-0019559,C.Pennington,33,-6.1607,96.8096,28
2009_01_MIA_ATL,MIA,00-0027020,P.White,1,-0.6111,-30.3884,1
2009_01_MIN_CLE,CLE,00-0025409,B.Quinn,42,-9.6472,-22.1648,35
2009_01_MIN_CLE,MIN,00-0005106,B.Favre,25,-0.9938,120.4332,21
2009_01_MIN_CLE,MIN,00-0024279,T.Jackson,1,-1.187,-60.4624,1
2009_01_NYJ_HOU,HOU,00-0022787,M.Schaub,36,-10.5645,-498.2525,33
2009_01_NYJ_HOU,NYJ,00-0026898,M.Sanchez,33,7.7892,-26.7443,31
2009_01_PHI_CAR,CAR,00-0004161,J.Delhomme,21,-25.0911,-151.4587,16
2009_01_PHI_CAR,CAR,00-0021206,J.McCown,7,-7.0095,-306.6848,6
2009_01_PHI_CAR,CAR,00-0025708,M.Moore,12,-0.9215,-29.0341,9
2009_01_PHI_CAR,PHI,00-0011022,D.McNabb,19,-2.3818,-214.231,18
2009_01_PHI_CAR,PHI,00-0025423,K.Kolb,14,-10.9588,-68.7207,11
2009_01_SD_OAK,LAC,00-0022942,P.Rivers,39,7.2473,4.4797,36
2009_01_SD_OAK,LV,00-0024408,B.Gradkowski,2,0.3446,54.1184,2
2009_01_SD_OAK,LV,00-0025388,J.Russell,31,1.1963,-447.642,29
2009_01_SF_ARI,ARI,00-0017200,K.Warner,45,-9.8354,-11.1637,41
2009_01_SF_ARI,SF,00-0020679,S.Hill,35,2.1212,-57.1744,31
2009_01_STL_SEA,LA,00-0019599,M.Bulger,40,-12.4505,-263.4812,35
2009_01_STL_SEA,SEA,00-0007091,M.Hasselbeck,36,13.0786,362.9453,36
2009_01_TEN_PIT,PIT,00-0022924,B.Roethlisberger,48,8.5047,590.3822,43
2009_01_TEN_PIT,TEN,00-0003292,K.Collins,36,7.514,126.8208,34
2009_01_WAS_NYG,NYG,00-0022803,E.Manning,30,8.7047,111.6623,29
2009_01_WAS_NYG,WAS,00-0021190,A.Randle El,1,-1.6946,0.0,0
2009_01_WAS_NYG,WAS,00-0023460,J.Campbell,29,-2.2024,209.8347,25
2009_02_ARI_JAX,ARI,00-0017200,K.Warner,26,19.6382,581.5183,26
2009_02_ARI_JAX,ARI,00-0024225,M.Leinart,6,-1.4678,-75.2303,6
2009_02_ARI_JAX,JAX,00-0021231,D.Garrard,50,-1.4895,-313.9278,43
2009_02_BAL_SD,BAL,00-0023457,M.Clayton,1,-0.6232,36.8387,1
2009_02_BAL_SD,BAL,00-0026158,J.Flacco,28,2.1938,123.7767,26
2009_02_BAL_SD,LAC,00-0022942,P.Rivers,47,10.5173,218.4961,43
2009_02_CAR_ATL,ATL,00-0026143,M.Ryan,27,13.0784,369.0613,27
2009_02_CAR_ATL,CAR,00-0004161,J.Delhomme,42,10.5065,-54.1813,41
2009_02_CIN_GB,CIN,00-0021429,C.Palmer,25,3.6521,179.7119,23
2009_02_CIN_GB,GB,00-0023459,A.Rodgers,44,0.599,-146.3172,38
2009_02_CLE_DEN,CLE,00-0025409,B.Quinn,36,-8.2306,-120.7185,30
