game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2026_01_ARI_LAC,ARI,00-0033119,J.Brissett,39,11.275,170.4184,37
2026_01_ARI_LAC,LAC,00-0036355,J.Herbert,35,-6.6748,-167.6532,27
2026_01_ATL_PIT,ATL,00-0033662,C.Rush,26,-15.7645,-197.9423,19
2026_01_ATL_PIT,PIT,00-0023459,A.Rodgers,42,-7.8381,45.6759,37
2026_01_ATL_PIT,PIT,00-0033729,C.Johnston,1,-1.8445,0.0,0
2026_01_BAL_IND,BAL,00-0034796,L.Jackson,29,13.3244,115.2418,24
2026_01_BAL_IND,IND,00-0035710,D.Jones,34,-9.3678,-146.7533,29
2026_01_BUF_HOU,BUF,00-0034857,J.Allen,33,16.9155,227.9616,28
2026_01_BUF_HOU,HOU,00-0039163,C.Stroud,42,4.091,116.9821,37
2026_01_CHI_CAR,CAR,00-0038102,K.Pickett,2,1.2966,-77.1572,1
2026_01_CHI_CAR,CAR,00-0039150,B.Young,41,17.2081,218.9413,33
2026_01_CHI_CAR,CHI,00-0039918,C.Williams,38,25.0774,431.0888,26
2026_01_CLE_JAX,CLE,00-0033537,D.Watson,30,-2.4862,227.0619,22
2026_01_CLE_JAX,JAX,00-0036971,T.Lawrence,24,19.0215,468.8328,21
2026_01_DAL_NYG,DAL,00-0033077,D.Prescott,36,11.3174,231.896,30
2026_01_DAL_NYG,NYG,00-0040691,J.Dart,33,22.0125,388.1232,29
2026_01_DEN_KC,DEN,00-0039732,B.Nix,33,-14.6169,-210.0476,27
2026_01_DEN_KC,KC,00-0033873,P.Mahomes,33,0.8693,-297.9525,25
2026_01_GB_MIN,GB,00-0036264,J.Love,46,-2.7036,-386.1622,40
2026_01_GB_MIN,MIN,00-0032950,C.Wentz,24,4.508,-137.9657,19
2026_01_GB_MIN,MIN,00-0035228,K.Murray,7,-2.1773,25.4356,4
2026_01_MIA_LV,LV,00-0029604,K.Cousins,31,0.2267,20.5581,29
2026_01_MIA_LV,MIA,00-0038128,M.Willis,37,-3.8785,-238.9567,27
2026_01_NE_SEA,NE,00-0039851,D.Maye,42,2.7494,185.084,31
2026_01_NE_SEA,SEA,00-0034869,S.Darnold,3,-2.0761,-48.4227,2
2026_01_NE_SEA,SEA,00-0035704,D.Lock,24,8.1785,105.1471,22
