game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2016_01_BUF_BAL,BAL,00-0026158,J.Flacco,37,3.0352,72.7385,32
2016_01_BUF_BAL,BUF,00-0028118,T.Taylor,27,-0.4906,26.8151,22
2016_01_CAR_DEN,CAR,00-0027939,C.Newton,35,0.7943,-120.7843,31
2016_01_CAR_DEN,DEN,00-0032156,T.Siemian,31,-1.0897,38.1502,26
2016_01_CHI_HOU,CHI,00-0024226,J.Cutler,35,-5.363,-32.5905,28
2016_01_CHI_HOU,HOU,00-0029682,B.Osweiler,38,6.2614,82.3515,35
2016_01_CIN_NYJ,CIN,00-0027973,A.Dalton,37,7.5806,329.8972,30
2016_01_CIN_NYJ,NYJ,00-0023682,R.Fitzpatrick,38,-1.5559,-320.8996,34
2016_01_CLE_PHI,CLE,00-0029665,R.Griffin III,32,-9.6079,-302.4624,26
2016_01_CLE_PHI,PHI,00-0032950,C.Wentz,40,4.2623,-82.6616,37
2016_01_DET_IND,DET,00-0026498,M.Stafford,41,22.7386,530.6346,37
2016_01_DET_IND,IND,00-0029668,A.Luck,52,19.3756,327.724,45
2016_01_GB_JAX,GB,00-0023459,A.Rodgers,36,9.2662,65.629,33
2016_01_GB_JAX,JAX,00-0031407,B.Bortles,42,4.3354,-78.004,39
2016_01_LA_SF,LA,00-0028986,C.Keenum,38,-23.5355,-690.599,35
2016_01_LA_SF,SF,00-0027948,B.Gabbert,40,4.2941,-140.008,35
2016_01_MIA_SEA,MIA,00-0029701,R.Tannehill,34,-5.4732,-61.1492,27
2016_01_MIA_SEA,SEA,00-0029263,R.Wilson,48,-1.3361,-75.8841,41
2016_01_MIN_TEN,MIN,00-0020679,S.Hill,34,9.3616,-160.6624,33
2016_01_MIN_TEN,TEN,00-0032268,M.Mariota,44,0.7593,-42.3343,41
2016_01_NE_ARI,ARI,00-0021429,C.Palmer,40,8.2986,90.2498,37
2016_01_NE_ARI,NE,00-0031345,J.Garoppolo,37,13.9731,174.946,33
2016_01_NYG_DAL,DAL,00-0033077,D.Prescott,44,1.1743,-294.9912,43
2016_01_NYG_DAL,NYG,00-0022803,E.Manning,30,6.4732,45.2889,28
2016_01_OAK_NO,LV,00-0031280,D.Carr,41,13.6204,-72.9424,37
2016_01_OAK_NO,NO,00-0020531,D.Brees,41,15.5387,145.138,39
2016_01_PIT_WAS,PIT,00-0022924,B.Roethlisberger,38,14.9465,331.3234,37
2016_01_PIT_WAS,WAS,00-0029604,K.Cousins,44,-0.9386,95.5905,43
2016_01_SD_KC,KC,00-0023436,A.Smith,53,6.4265,368.7904,45
2016_01_SD_KC,LAC,00-0022942,P.Rivers,37,9.1481,238.4141,36
2016_01_TB_ATL,ATL,00-0026143,M.Ryan,45,8.2293,23.2203,38
2016_01_TB_ATL,TB,00-0031503,J.Winston,33,13.118,358.0368,32
2016_02_ATL_OAK,ATL,00-0026143,M.Ryan,35,19.6877,513.2201,34
2016_02_ATL_OAK,LV,00-0031280,D.Carr,48,8.8176,351.6181,45
2016_02_BAL_CLE,BAL,00-0026158,J.Flacco,45,7.8313,-133.1152,45
2016_02_BAL_CLE,CLE,00-0021206,J.McCown,36,8.8706,124.3133,33
2016_02_CIN_PIT,CIN,00-0027973,A.Dalton,57,5.4327,-503.4704,54
2016_02_CIN_PIT,PIT,00-0022924,B.Roethlisberger,39,7.3321,-210.0553,37
2016_02_DAL_WAS,DAL,00-0033077,D.Prescott,35,17.8606,275.5137,30
2016_02_DAL_WAS,WAS,00-0029604,K.Cousins,49,5.4591,248.5866,44
2016_02_GB_MIN,GB,00-0023459,A.Rodgers,44,-4.0087,-343.0464,36
2016_02_GB_MIN,MIN,00-0027854,S.Bradford,35,5.809,184.9068,31
2016_02_IND_DEN,DEN,00-0032156,T.Siemian,36,2.3927,23.5223,33
2016_02_IND_DEN,IND,00-0029668,A.Luck,47,-11.2419,-403.4756,39
2016_02_JAX_SD,JAX,00-0031407,B.Bortles,55,-5.558,-86.4861,49
2016_02_JAX_SD,LAC,00-0022942,P.Rivers,28,8.3474,200.7887,24
2016_02_JAX_SD,LAC,00-0024264,K.Clemens,1,-0.96,-31.5869,1
