game_id,team,plays,epa,success,passPlays,passEPA,rushPlays,rushEPA,neutralPlays,neutralEPA,turnovers
1999_01_ARI_PHI,ARI,87,-10.846851018915078,30.0,54.0,-1.1384883364253993,33.0,-9.708362682489678,63,-14.385341437550853,4.0
1999_01_ARI_PHI,PHI,61,-15.297880453832192,23.0,34.0,-12.910042450839398,27.0,-2.387838002992794,32,-2.156273741275072,4.0
1999_01_BUF_IND,BUF,68,-14.247739145182658,27.0,57.0,-11.94901738948806,11.0,-2.298721755694598,56,-6.807517267763268,3.0
1999_01_BUF_IND,IND,62,6.409036885767621,24.0,34.0,14.431035039941692,28.0,-8.02199815417407,48,10.678482949845405,3.0
1999_01_CAR_NO,CAR,56,-19.61142573524372,20.0,41.0,-17.796012742166532,15.0,-1.8154129930771887,55,-22.462257686025588,2.0
1999_01_CAR_NO,NO,66,-13.508919975368993,22.0,28.0,-6.911569578920247,38.0,-6.597350396448746,54,-10.167675359172502,0.0
1999_01_CIN_TEN,CIN,83,14.421447965240244,41.0,52.0,14.389615172142163,31.0,0.03183279309808196,83,14.421447965240244,2.0
1999_01_CIN_TEN,TEN,55,2.1938701586798732,29.0,39.0,9.884463484485256,16.0,-7.6905933258053825,55,2.1938701586798732,4.0
1999_01_DAL_WAS,DAL,88,24.463299230730627,41.0,55.0,16.6177478878526,33.0,7.845551342878025,61,16.648986063955817,3.0
1999_01_DAL_WAS,WAS,73,14.641279061636077,37.0,42.0,15.09613202730592,31.0,-0.45485296566984434,64,12.5519842638952,2.0
1999_01_DET_SEA,DET,67,-7.779197998167661,27.0,33.0,-5.461667185646662,34.0,-2.3175308125209995,40,7.442671989093355,1.0
1999_01_DET_SEA,SEA,60,-11.017777410094551,21.0,44.0,-5.017686274709105,16.0,-6.000091135385446,41,-12.218123174147605,1.0
1999_01_KC_CHI,CHI,76,-7.463538291637814,34.0,51.0,-5.031054301659605,25.0,-2.432483989978209,51,6.560468523698364,1.0
1999_01_KC_CHI,KC,61,2.84088391510259,24.0,44.0,3.2014224654908423,17.0,-0.3605385503882528,50,-3.258042126580127,1.0
1999_01_MIA_DEN,DEN,72,6.842037731567617,34.0,46.0,10.225905292091703,26.0,-3.383867560524086,49,5.252742229886062,1.0
1999_01_MIA_DEN,MIA,56,18.89097182421717,31.0,24.0,13.418270874051426,32.0,5.472700950165745,43,15.153255585096826,0.0
1999_01_MIN_ATL,ATL,59,5.084045442597642,26.0,39.0,9.721088688432872,20.0,-4.63704324583523,58,5.056867598692122,2.0
1999_01_MIN_ATL,MIN,69,7.6918624883897415,30.0,39.0,16.0681885508862,30.0,-8.37632606249646,64,10.085231549563613,0.0
1999_01_NE_NYJ,NE,59,0.8372581520068101,24.0,32.0,6.823220758041983,27.0,-5.985962606035173,59,0.8372581520068101,2.0
1999_01_NE_NYJ,NYJ,69,-2.851316133717541,25.0,45.0,-0.2548238593442367,24.0,-2.596492274373304,69,-2.851316133717541,4.0
1999_01_NYG_TB,NYG,52,-20.28528179774053,13.0,32.0,-9.278858707402833,20.0,-11.006423090337696,52,-20.28528179774053,0.0
1999_01_NYG_TB,TB,71,-32.9834222474765,21.0,45.0,-27.4341611547443,26.0,-5.549261092732195,71,-32.9834222474765,5.0
1999_01_OAK_GB,GB,69,4.6626923573203385,34.0,50.0,9.445007987611461,19.0,-4.782315630291123,69,4.6626923573203385,4.0
1999_01_OAK_GB,LV,69,7.752455201159515,26.0,37.0,5.620131660470557,32.0,2.132323540688958,68,7.757562430647718,1.0
1999_01_PIT_CLE,CLE,28,-23.041673837054987,5.0,20.0,-19.894028807932045,8.0,-3.147645029122941,15,-8.217170153046027,3.0
1999_01_PIT_CLE,PIT,90,27.19502235324732,50.0,35.0,21.506671858471233,55.0,5.688350494776089,41,11.466475027889825,0.0
1999_01_SF_JAX,JAX,67,-1.921816575685491,30.0,37.0,6.584852625766761,30.0,-8.506669201452251,43,-6.831571311109099,0.0
1999_01_SF_JAX,SF,60,-31.244915502481362,18.0,42.0,-24.907806402174955,18.0,-6.337109100306407,30,-14.219830584232897,4.0
1999_02_ARI_MIA,ARI,68,-17.466564867127726,22.0,42.0,-9.352610334934706,26.0,-8.11395453219302,67,-17.519516461243892,4.0
1999_02_ARI_MIA,MIA,67,-17.63787333692101,24.0,36.0,-8.217388408296944,31.0,-9.420484928624065,64,-16.74785638661973,3.0
1999_02_ATL_DAL,ATL,68,-23.091998229735843,26.0,43.0,-17.891658720270577,25.0,-5.200339509465266,33,-13.062696072099579,4.0
1999_02_ATL_DAL,DAL,67,-6.990659246234646,19.0,30.0,-4.981491647728175,37.0,-2.00916759850647,37,-1.9959295864192925,2.0
1999_02_CLE_TEN,CLE,49,-4.823602696901453,20.0,37.0,-4.396789934215867,12.0,-0.42681276268558577,27,-9.569219701594939,1.0
1999_02_CLE_TEN,TEN,77,12.29118431853595,39.0,43.0,12.86013667354592,34.0,-0.5689523550099693,42,5.415344330249354,0.0
1999_02_DEN_KC,DEN,71,-11.865692694808523,29.0,44.0,-2.2300304241944104,27.0,-9.635662270614112,46,-8.47044862052163,4.0
1999_02_DEN_KC,KC,63,-2.084323663220653,26.0,21.0,1.128173990556962,42.0,-3.2124976537776155,50,4.72496552081181,1.0
1999_02_GB_DET,DET,54,-6.024371860820323,19.0,26.0,0.17943567452813713,28.0,-6.20380753534846,45,-1.5799578365790543,2.0
1999_02_GB_DET,GB,76,-8.172722225184298,30.0,45.0,-1.9955843902330166,31.0,-6.1771378349512815,69,-7.553241303879513,3.0
1999_02_IND_NE,IND,68,4.920159235567553,26.0,36.0,9.14060814070399,32.0,-4.220448905136436,46,13.319104541587876,4.0
1999_02_IND_NE,NE,75,-1.7327346638776362,30.0,49.0,10.133270221936982,26.0,-11.866004885814618,41,-5.113302304584067,1.0
1999_02_JAX_CAR,CAR,50,4.367725868985988,20.0,31.0,6.993629452466965,19.0,-2.6259035834809765,46,3.3919089389238506,1.0
1999_02_JAX_CAR,JAX,83,14.611986380157893,38.0,44.0,8.199733378262493,39.0,6.412253001895399,83,14.611986380157893,1.0
1999_02_NO_SF,NO,70,-3.0409056152566336,26.0,39.0,6.154770345427096,31.0,-9.19567596068373,64,-2.6158159943297505,3.0
1999_02_NO_SF,SF,67,2.668905536935199,33.0,44.0,7.193363166123163,23.0,-4.524457629187964,67,2.668905536935199,1.0
1999_02_NYJ_BUF,BUF,74,3.4271098291714908,29.0,33.0,3.09879101691062,41.0,0.3283188122608709,46,4.632127492576767,1.0
1999_02_NYJ_BUF,NYJ,52,-10.371854894307122,16.0,39.0,-5.341007785675261,13.0,-5.0308471086318605,36,-7.568796019775705,0.0
