game_id,team,plays,epa,success,passPlays,passEPA,rushPlays,rushEPA,neutralPlays,neutralEPA,turnovers
2004_01_ARI_STL,ARI,56,-3.813510647107077,18.0,34.0,-4.342224608122533,22.0,0.5287139610154554,55,-3.7925672105682766,0.0
2004_01_ARI_STL,LA,70,2.5885439529019094,39.0,38.0,5.156078321244403,32.0,-2.567534368342493,58,5.241016500040951,3.0
2004_01_ATL_SF,ATL,54,-2.9574938017176464,22.0,31.0,-4.4168272005044855,23.0,1.459333398786839,48,-3.5311750364489853,1.0
2004_01_ATL_SF,SF,76,-6.066550350721582,28.0,52.0,1.2619915513469548,24.0,-7.328541902068537,65,-15.613597833001176,2.0
2004_01_BAL_CLE,BAL,71,-13.97727054559788,32.0,44.0,-7.637556782137835,27.0,-6.339713763460045,54,-6.445419404670124,3.0
2004_01_BAL_CLE,CLE,56,-6.042787795635865,17.0,29.0,2.718364279385662,27.0,-8.761152075021528,44,-6.130140375870091,0.0
2004_01_CIN_NYJ,CIN,58,4.77950270683865,27.0,31.0,15.859275873463012,27.0,-11.079773166624364,51,-5.519821770602028,2.0
2004_01_CIN_NYJ,NYJ,61,17.38714450015214,35.0,29.0,9.526831740101265,32.0,7.860312760050874,50,14.639148828044931,0.0
2004_01_DAL_MIN,DAL,76,5.026859967406675,33.0,53.0,9.91917166412652,23.0,-4.892311696719844,59,2.945163249814253,2.0
2004_01_DAL_MIN,MIN,57,26.62240978796035,31.0,33.0,26.12337525561452,24.0,0.4990345323458314,42,24.411728330422193,0.0
2004_01_DET_CHI,CHI,71,-10.940153241929584,28.0,41.0,-8.08333754655905,30.0,-2.8568156953705337,71,-10.940153241929584,4.0
2004_01_DET_CHI,DET,61,-8.287764396773941,21.0,31.0,1.100702258502774,30.0,-9.388466655276716,56,-6.069839992815919,1.0
2004_01_GB_CAR,CAR,57,-3.072528976306785,23.0,43.0,5.400108171161264,14.0,-8.472637147468049,40,-3.0344116504420526,2.0
2004_01_GB_CAR,GB,72,8.9389980128668,31.0,26.0,8.490082739386708,46.0,0.4489152734800923,48,11.967335107101103,0.0
2004_01_IND_NE,IND,77,14.671136987279697,43.0,33.0,14.104504500458079,44.0,0.5666324868216179,77,14.671136987279697,3.0
2004_01_IND_NE,NE,57,14.955398911469599,28.0,40.0,17.75194737109028,17.0,-2.7965484596206807,57,14.955398911469599,1.0
