game_id,team,qbId,name,dropbacks,epa,cpoe,cpoePlays
2015_01_BAL_DEN,BAL,00-0026158,J.Flacco,34,-17.5781,-260.0797,32
2015_01_BAL_DEN,DEN,00-0010346,P.Manning,44,-12.0476,-295.8884,40
2015_01_CAR_JAX,CAR,00-0027939,C.Newton,35,1.0009,-193.4829,31
2015_01_CAR_JAX,JAX,00-0031407,B.Bortles,46,-15.991,-305.8955,39
2015_01_CIN_OAK,CIN,00-0027973,A.Dalton,35,13.7984,384.9713,34
2015_01_CIN_OAK,LV,00-0030419,M.McGloin,34,-4.3303,92.3048,31
2015_01_CIN_OAK,LV,00-0031280,D.Carr,13,0.2167,-145.6135,12
2015_01_CLE_NYJ,CLE,00-0021206,J.McCown,10,-1.2382,27.6866,8
2015_01_CLE_NYJ,CLE,00-0031409,J.Manziel,32,-5.4231,-259.6201,24
2015_01_CLE_NYJ,NYJ,00-0023682,R.Fitzpatrick,24,10.326,89.385,24
2015_01_DET_SD,DET,00-0026498,M.Stafford,31,-1.2558,72.5801,28
2015_01_DET_SD,LAC,00-0022942,P.Rivers,43,12.4089,574.286,41
2015_01_GB_CHI,CHI,00-0024226,J.Cutler,40,1.6627,-310.8428,35
2015_01_GB_CHI,GB,00-0023459,A.Rodgers,28,15.2103,438.6985,22
2015_01_IND_BUF,BUF,00-0028118,T.Taylor,22,10.8667,98.7024,19
2015_01_IND_BUF,IND,00-0029668,A.Luck,55,4.3779,-349.1655,49
2015_01_KC_HOU,HOU,00-0026625,B.Hoyer,38,-12.2317,-355.8152,33
2015_01_KC_HOU,HOU,00-0028012,R.Mallett,16,6.3928,-11.6753,13
2015_01_KC_HOU,KC,00-0023436,A.Smith,37,4.857,40.3033,31
2015_01_MIA_WAS,MIA,00-0029701,R.Tannehill,37,0.1454,72.2679,34
2015_01_MIA_WAS,WAS,00-0029604,K.Cousins,32,0.7191,147.8043,31
2015_01_MIN_SF,MIN,00-0031237,T.Bridgewater,40,-17.4487,332.0909,31
2015_01_MIN_SF,SF,00-0027974,C.Kaepernick,31,5.9386,38.706,26
2015_01_NO_ARI,ARI,00-0021429,C.Palmer,34,14.9873,-76.6513,32
2015_01_NO_ARI,NO,00-0020531,D.Brees,50,1.8298,-415.1502,48
2015_01_NYG_DAL,DAL,00-0021678,T.Romo,45,9.175,394.5709,45
2015_01_NYG_DAL,NYG,00-0022803,E.Manning,38,1.6836,-250.5933,33
2015_01_PHI_ATL,ATL,00-0026143,M.Ryan,37,1.597,69.597,34
2015_01_PHI_ATL,PHI,00-0027854,S.Bradford,52,4.614,-45.5332,52
2015_01_PIT_NE,NE,00-0019596,T.Brady,34,15.9614,397.7833,32
2015_01_PIT_NE,PIT,00-0022924,B.Roethlisberger,41,17.6669,381.0291,38
2015_01_PIT_NE,PIT,00-0027793,A.Brown,1,-1.4314,0.0,0
2015_01_SEA_STL,LA,00-0029567,N.Foles,31,7.5444,40.0565,27
2015_01_SEA_STL,SEA,00-0029263,R.Wilson,53,-6.3093,349.9478,41
2015_01_TEN_TB,TB,00-0031503,J.Winston,42,-10.5167,-428.9972,33
2015_01_TEN_TB,TEN,00-0032268,M.Mariota,17,19.1466,327.9102,15
2015_02_ARI_CHI,ARI,00-0021429,C.Palmer,24,11.2733,400.1803,23
2015_02_ARI_CHI,CHI,00-0024226,J.Cutler,10,2.6156,212.3399,9
2015_02_ARI_CHI,CHI,00-0027659,J.Clausen,25,-11.0468,-119.2438,23
2015_02_ATL_NYG,ATL,00-0026143,M.Ryan,48,17.2218,-59.3017,46
2015_02_ATL_NYG,NYG,00-0022803,E.Manning,44,9.2859,123.9748,40
2015_02_BAL_OAK,BAL,00-0026158,J.Flacco,45,16.8524,488.6836,45
2015_02_BAL_OAK,LV,00-0031280,D.Carr,47,13.3155,115.821,46
2015_02_DAL_PHI,DAL,00-0021678,T.Romo,31,-0.5605,32.7454,27
2015_02_DAL_PHI,DAL,00-0029677,B.Weeden,8,5.4295,196.4224,7
2015_02_DAL_PHI,PHI,00-0027854,S.Bradford,39,-7.049,-262.7995,37
2015_02_DEN_KC,DEN,00-0010346,P.Manning,48,-2.2949,-88.4794,45
2015_02_DEN_KC,KC,00-0023436,A.Smith,31,-9.5522,-159.2118,25
2015_02_DEN_KC,KC,00-0026995,J.Maclin,1,-1.1016,0.0,0
2015_02_DET_MIN,DET,00-0026498,M.Stafford,58,6.4204,-177.2255,52
2015_02_DET_MIN,MIN,00-0031237,T.Bridgewater,22,8.0588,257.8445,18
2015_02_HOU_CAR,CAR,00-0027939,C.Newton,43,-6.2194,-459.293,37
2015_02_HOU_CAR,HOU,00-0028012,R.Mallett,60,-8.3251,-941.8395,57
2015_02_MIA_JAX,JAX,00-0031407,B.Bortles,34,10.2195,-202.4191,33
2015_02_MIA_JAX,MIA,00-0029701,R.Tannehill,46,13.2814,401.6475,43
2015_02_NE_BUF,BUF,00-0028118,T.Taylor,43,-4.4068,389.7152,30
2015_02_NE_BUF,NE,00-0019596,T.Brady,61,10.4453,108.0248,59
2015_02_NYJ_IND,IND,00-0029668,A.Luck,41,-5.1294,6.0482,35
2015_02_NYJ_IND,NYJ,00-0023682,R.Fitzpatrick,36,5.8289,134.1873,34
2015_02_SD_CIN,CIN,00-0027973,A.Dalton,28,9.8023,91.3808,24
2015_02_SD_CIN,LAC,00-0022942,P.Rivers,33,1.4889,318.9251,26
2015_02_SEA_GB,GB,00-0023459,A.Rodgers,40,9.7191,522.6515,31
2015_02_SEA_GB,SEA,00-0029263,R.Wilson,36,2.1216,63.7681,29
2015_02_SF_PIT,PIT,00-0022924,B.Roethlisberger,29,25.5728,511.7646,27
2015_02_SF_PIT,SF,00-0027974,C.Kaepernick,56,9.0927,455.7049,46
2015_02_STL_WAS,LA,00-0029567,N.Foles,34,-12.1058,-409.7955,32
2015_02_STL_WAS,WAS,00-0029604,K.Cousins,29,4.8442,400.3692,27
2015_02_TB_NO,NO,00-0020531,D.Brees,43,-2.0785,-122.8339,38
2015_02_TB_NO,TB,00-0031503,J.Winston,29,0.9591,97.7241,21
